type,locality,gym,lift,swimming_pool,negotiable,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,water_supply,building_type,balconies,rent,LIFT,GYM,INTERNET,AC,CLUB,INTERCOM,POOL,CPA,FS,SERVANT,SECURITY,SC,GP,PARK,RWH,STP,HK,PB,VP,city,furnishing_encoded,parking_encoded
3,Udaya Nagar,0,0,0,0,600,5.0,1.0,4,0.0,1.0,1.0,CORPORATION,IF,1.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,0,1
2,Madiwala,0,0,0,1,700,15.0,1.0,2,1.0,1.0,3.0,CORPORATION,IF,0.0,9500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
4,HSR Layout,1,1,1,0,1661,10.0,3.0,2,3.0,3.0,3.0,CORPORATION,AP,2.0,35000.0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,Bengaluru,1,3
4,Jayanagar,0,0,0,1,1300,10.0,2.0,2,3.0,1.0,2.0,CORP_BORE,IF,2.0,23000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
2,Konena Agrahara Ward,0,0,0,1,400,7.0,1.0,3,1.0,2.0,3.0,CORPORATION,IF,3.0,14000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Bengaluru,1,3
1,Devarabeesanahalli,1,1,1,0,220,3.0,1.0,1,2.0,10.0,10.0,CORP_BORE,AP,1.0,8500.0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,Bengaluru,1,3
4,Devarabeesanahalli,1,1,1,1,1800,6.0,3.0,2,4.0,6.0,11.0,CORP_BORE,AP,3.0,42000.0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,Bengaluru,1,2
3,Mangammanapalya,0,1,0,1,1300,3.0,2.0,1,3.0,4.0,4.0,CORP_BORE,AP,3.0,25000.0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,Bengaluru,2,3
3,Sunkenahalli Ward,0,1,0,1,1000,10.0,2.0,4,2.0,1.0,6.0,CORP_BORE,AP,2.0,19000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
3,Bellanduru,0,1,0,1,1270,1.0,2.0,1,3.0,3.0,5.0,BOREWELL,AP,2.0,23000.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,Bengaluru,1,3
3,Malleshpalya,0,1,0,1,990,8.0,2.0,2,3.0,1.0,4.0,CORP_BORE,AP,3.0,16500.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Bengaluru,1,3
3,Hemmigepura,0,1,0,0,930,5.0,2.0,4,2.0,1.0,4.0,CORP_BORE,AP,2.0,9000.0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,Bengaluru,1,3
3,Hoodi,1,1,1,1,1150,1.0,2.0,4,5.0,1.0,3.0,CORP_BORE,AP,1.0,22000.0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,Bengaluru,1,3
4,Bellanduru,0,0,0,1,1900,10.0,3.0,4,4.0,0.0,1.0,BOREWELL,IH,2.0,26000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bengaluru,1,3
3,Varthur,0,0,0,0,1100,0.0,2.0,1,2.0,0.0,2.0,BOREWELL,IF,0.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Bengaluru,1,1
3,Kaggadasapura,0,0,0,1,900,0.0,2.0,2,2.0,2.0,3.0,CORP_BORE,IH,1.0,17000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,HSR Layout,0,0,0,1,1000,1.0,2.0,2,2.0,1.0,4.0,CORP_BORE,IF,0.0,22000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,1
2,Benniganahalli Ward,0,0,0,1,400,1.0,1.0,1,0.0,2.0,2.0,CORP_BORE,IF,0.0,8000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,0,1
3,C V Raman Nagar,0,0,0,1,650,15.0,2.0,3,1.0,1.0,2.0,CORP_BORE,IF,1.0,11500.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,0
3,Vimanapura,1,1,0,1,1250,1.0,2.0,2,4.0,2.0,5.0,CORP_BORE,AP,2.0,39000.0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,Bengaluru,2,3
4,BTM Layout,0,0,0,1,1100,10.0,2.0,3,1.0,1.0,3.0,CORP_BORE,AP,0.0,25000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Bengaluru,1,1
2,Bommanahalli,0,0,0,0,400,0.0,1.0,2,1.0,1.0,4.0,BOREWELL,IF,0.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,C V Raman Nagar,0,0,0,1,950,20.0,1.0,1,0.0,0.0,2.0,CORPORATION,IF,0.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,Bengaluru,1,3
3,Karisandra Ward,1,0,1,1,900,5.0,2.0,1,3.0,1.0,3.0,CORPORATION,IF,1.0,18000.0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,Bengaluru,1,2
4,Rajarajeshwari Nagar,0,0,0,1,1000,3.0,2.0,1,3.0,1.0,1.0,CORP_BORE,IH,0.0,18000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,Bengaluru,1,3
2,Madiwala,0,0,0,0,400,0.0,1.0,4,1.0,0.0,3.0,CORP_BORE,IH,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
1,HSR Layout,0,0,0,0,175,3.0,1.0,1,1.0,4.0,4.0,CORP_BORE,IF,0.0,8500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bengaluru,1,1
1,HSR Layout,0,0,0,1,300,2.0,1.0,2,1.0,1.0,1.0,CORP_BORE,IF,1.0,10000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Bengaluru,1,1
2,Dodda Nekkundi,0,0,0,1,500,5.0,1.0,2,1.0,0.0,3.0,CORP_BORE,IF,1.0,11000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Hoodi,1,1,0,1,1177,5.0,2.0,1,1.0,4.0,4.0,BOREWELL,AP,1.0,17500.0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,Bengaluru,1,3
5,Kadugodi,0,0,0,1,2300,10.0,4.0,1,7.0,0.0,2.0,CORP_BORE,IH,1.0,45000.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Bengaluru,1,3
4,Rajarajeshwari Nagar,0,1,0,0,1710,3.0,2.0,4,0.0,0.0,4.0,CORPORATION,AP,1.0,14000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,Bengaluru,1,3
3,Shivanagara,0,0,0,1,750,6.0,1.0,2,2.0,1.0,2.0,CORP_BORE,IF,0.0,16000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
4,Dodda Nekkundi,1,1,1,1,1583,8.0,3.0,1,3.0,4.0,9.0,CORPORATION,AP,3.0,36000.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,Bengaluru,1,3
2,Suddagunte Palya Ward,0,0,0,1,400,10.0,1.0,1,1.0,3.0,3.0,CORPORATION,IF,1.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Bhuvaneshwari Nagar,0,1,0,1,1050,13.0,2.0,1,4.0,1.0,3.0,CORP_BORE,AP,1.0,13500.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,Bengaluru,1,3
3,Kaadubeesanahalli,0,1,0,1,950,2.0,2.0,2,2.0,2.0,5.0,BOREWELL,AP,1.0,17500.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,3
3,Madiwala,0,0,0,1,800,7.0,2.0,2,2.0,2.0,3.0,CORP_BORE,IF,2.0,17000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
2,Lal Bahadur Shastri Nagar,0,0,0,1,410,0.0,1.0,2,2.0,2.0,4.0,CORP_BORE,IF,1.0,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Bengaluru,1,1
2,BTM Layout,0,0,0,1,500,15.0,1.0,1,1.0,0.0,2.0,CORP_BORE,IF,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Bengaluru,1,1
4,Madiwala,0,0,0,1,1300,5.0,3.0,1,3.0,2.0,3.0,CORPORATION,AP,2.0,24000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,Bengaluru,2,3
4,Rajarajeshwari Nagar,0,0,0,0,2200,0.0,3.0,2,0.0,2.0,3.0,CORP_BORE,IF,1.0,30000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,3
3,Bellanduru,0,0,0,1,1290,0.0,2.0,1,3.0,0.0,20.0,CORP_BORE,AP,1.0,34000.0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,Bengaluru,1,1
3,Sampangiram Nagar Ward,0,0,0,0,750,1.0,1.0,2,2.0,1.0,3.0,CORPORATION,IF,1.0,23000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bengaluru,1,1
3,Hosakerehalli,0,0,0,1,800,15.0,2.0,1,2.0,2.0,3.0,CORP_BORE,IF,0.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Kottigepalya,0,0,0,1,1065,11.0,2.0,2,3.0,1.0,3.0,CORP_BORE,AP,2.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
3,Katriguppe,0,0,0,1,1200,0.0,2.0,2,0.0,0.0,2.0,CORP_BORE,IH,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,0,1
3,HSR Layout,0,1,0,0,1200,10.0,2.0,4,2.0,2.0,4.0,BOREWELL,AP,1.0,20000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Bengaluru,2,3
4,Nallurahalli,1,1,1,0,1500,0.0,2.0,4,2.0,4.0,4.0,BOREWELL,AP,2.0,21000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,Bengaluru,1,3
3,Jeevanbhima Nagar,0,0,0,1,500,20.0,2.0,4,1.0,0.0,2.0,CORPORATION,IF,0.0,17000.0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Dodda Nekkundi,0,0,0,1,950,2.0,2.0,2,3.0,1.0,4.0,CORP_BORE,IF,1.0,20000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,Bengaluru,1,3
2,Bellanduru,0,0,0,0,700,5.0,1.0,1,0.0,2.0,4.0,CORPORATION,IF,1.0,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Kaggadasapura,0,0,0,0,1200,13.0,2.0,1,2.0,4.0,4.0,CORPORATION,AP,2.0,20000.0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,Bengaluru,1,3
3,Hagadur,1,1,1,1,1320,0.0,2.0,4,2.0,13.0,17.0,BOREWELL,AP,1.0,30000.0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,Bengaluru,1,3
2,Dasarahalli,0,0,0,0,600,5.0,1.0,3,0.0,1.0,1.0,CORPORATION,IF,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,0,1
2,Basavanagudi,0,0,0,1,500,5.0,1.0,1,0.0,1.0,2.0,CORP_BORE,IF,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Bengaluru,0,1
3,C V Raman Nagar Ward,0,0,0,1,900,0.0,2.0,3,4.0,0.0,0.0,CORP_BORE,IH,0.0,22000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
4,ISRO Layout,0,0,0,1,1300,3.0,4.0,2,6.0,2.0,3.0,CORPORATION,IF,2.0,19000.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,Bengaluru,1,3
4,Banashankari,1,0,0,0,1800,10.0,3.0,2,3.0,0.0,0.0,CORPORATION,IH,0.0,30000.0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,3
3,Dasarahalli,0,0,0,1,500,2.0,1.0,1,2.0,3.0,3.0,CORP_BORE,IH,0.0,8500.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Bengaluru,1,1
3,Vrisabhavathi Nagar,0,0,0,1,800,3.0,2.0,2,2.0,0.0,1.0,CORP_BORE,IF,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Sampangiram Nagar Ward,0,0,0,0,500,15.0,1.0,1,2.0,1.0,2.0,CORPORATION,IF,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
2,Konena Agrahara Ward,0,0,0,0,600,4.0,1.0,2,1.0,1.0,3.0,CORP_BORE,IF,0.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,0
3,Marathahalli,0,0,0,1,1200,5.0,2.0,3,8.0,2.0,3.0,CORPORATION,IF,1.0,18000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Gurappanapalya Ward,0,0,0,1,1100,6.0,1.0,2,2.0,0.0,2.0,CORPORATION,IF,0.0,17500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,3
1,Marathahalli,0,0,0,0,100,1.0,1.0,1,1.0,3.0,3.0,CORPORATION,IF,1.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Bengaluru,1,1
4,AGS Layout,0,1,0,1,1403,9.0,3.0,4,3.0,1.0,4.0,CORP_BORE,AP,2.0,18000.0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,Bengaluru,1,3
3,Dodda Nekkundi,0,1,0,1,1000,10.0,2.0,1,2.0,4.0,4.0,BOREWELL,AP,1.0,18000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,Bengaluru,1,3
3,Varthur,1,1,0,1,1073,0.0,2.0,4,2.0,3.0,4.0,BOREWELL,AP,2.0,18500.0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,Bengaluru,1,3
4,Yelchenahalli Ward,0,0,0,1,1500,7.0,4.0,1,4.0,2.0,2.0,CORPORATION,IF,3.0,19000.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Bengaluru,1,3
4,Kempapura,1,1,1,0,1700,5.0,3.0,2,3.0,1.0,4.0,CORP_BORE,AP,2.0,24000.0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,Bengaluru,1,3
3,BTM Layout,0,0,0,1,900,9.0,2.0,1,2.0,1.0,1.0,CORP_BORE,IF,1.0,17500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
3,Dodda Nekkundi,1,1,1,1,1200,1.0,2.0,2,2.0,7.0,10.0,CORP_BORE,AP,3.0,26000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,Bengaluru,1,3
4,Malleswaram,0,1,0,1,1500,15.0,2.0,2,3.0,1.0,4.0,CORP_BORE,AP,2.0,35000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Bengaluru,1,3
4,HSR Layout,1,1,1,0,1875,18.0,3.0,4,3.0,10.0,11.0,BOREWELL,AP,2.0,32000.0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bengaluru,1,3
1,Hosa Tippasandra,0,0,0,0,350,1.0,1.0,2,2.0,1.0,1.0,CORPORATION,IF,0.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
3,Haralur,1,1,1,0,1497,8.0,2.0,2,2.0,3.0,8.0,CORP_BORE,AP,2.0,31000.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bengaluru,1,3
4,Vignananagar,0,1,0,1,1600,5.0,2.0,2,6.0,2.0,3.0,BOREWELL,AP,2.0,34000.0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Bengaluru,2,3
4,Koramangala,0,0,0,1,1635,0.0,2.0,2,3.0,1.0,2.0,CORPORATION,IF,3.0,42000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,3
4,Lakkasandra,0,0,0,0,1800,6.0,3.0,2,3.0,0.0,1.0,CORP_BORE,IH,0.0,40000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,3
2,Varthur,1,1,1,1,633,1.0,1.0,2,1.0,2.0,3.0,CORP_BORE,AP,1.0,10000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,Bengaluru,1,3
3,Sarakki,0,0,0,1,700,10.0,2.0,2,1.0,2.0,3.0,CORP_BORE,IF,1.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,1
4,Ramagondanahalli,1,1,1,0,1470,2.0,2.0,2,4.0,5.0,12.0,BOREWELL,AP,2.0,29000.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,Bengaluru,1,3
3,Srinagar,0,0,0,0,900,5.0,2.0,3,2.0,1.0,3.0,CORP_BORE,IF,0.0,16000.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Bengaluru,1,1
1,Banashankari,0,0,0,0,300,3.0,1.0,2,2.0,0.0,2.0,CORP_BORE,IF,1.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,1
2,Munekolala,0,0,0,1,900,2.0,1.0,2,4.0,1.0,4.0,CORPORATION,IF,1.0,10000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Bengaluru,1,3
2,Lakkasandra,0,0,0,0,330,0.0,1.0,3,1.0,3.0,5.0,CORP_BORE,IH,1.0,12000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,Bengaluru,1,1
4,Vignananagar,1,1,0,0,1525,10.0,2.0,2,3.0,3.0,3.0,BOREWELL,AP,1.0,17000.0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,Bengaluru,1,2
3,Hagadur,1,1,0,1,1163,0.0,2.0,4,2.0,1.0,4.0,CORP_BORE,AP,1.0,18000.0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,Bengaluru,1,3
3,Hagadur,0,0,0,0,700,1.0,1.0,1,2.0,2.0,3.0,BOREWELL,IF,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Bengaluru,1,3
2,Hosa Tippasandra,0,0,0,1,550,10.0,2.0,3,1.0,1.0,3.0,CORP_BORE,IF,1.0,11500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Bommanahalli,1,1,0,1,1150,0.0,2.0,2,2.0,3.0,4.0,CORP_BORE,AP,1.0,22000.0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,Bengaluru,1,3
2,HSR Layout,0,0,0,1,500,1.0,1.0,2,1.0,2.0,2.0,CORP_BORE,IF,1.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,Bengaluru,1,1
3,AGS Layout,1,1,1,1,975,1.0,2.0,2,2.0,8.0,12.0,CORP_BORE,AP,1.0,16600.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,Bengaluru,1,3
2,Banashankari,0,0,0,0,600,6.0,1.0,3,1.0,3.0,3.0,CORP_BORE,IF,1.0,9000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Bengaluru,1,1
3,Shakambari Nagar,0,0,0,1,750,0.0,1.0,1,3.0,1.0,2.0,CORP_BORE,IF,1.0,18000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,0
3,Bellanduru,0,0,0,1,1200,5.0,2.0,1,2.0,0.0,3.0,BOREWELL,IF,0.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
1,Ejipura,0,0,0,1,400,5.0,1.0,1,1.0,2.0,2.0,CORPORATION,IF,1.0,10500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
4,AGS Layout,0,1,0,1,1575,5.0,2.0,1,4.0,2.0,2.0,CORP_BORE,AP,1.0,17000.0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,Bengaluru,1,3
3,Nallurahalli,1,1,1,1,1205,0.0,2.0,4,2.0,2.0,10.0,BOREWELL,AP,1.0,22000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,Bengaluru,1,3
3,Basavanagudi,1,1,1,0,1200,15.0,2.0,1,3.0,3.0,3.0,CORPORATION,AP,4.0,38000.0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,Bengaluru,1,3
2,Madiwala,0,0,0,0,700,3.0,1.0,4,1.0,1.0,2.0,CORP_BORE,IF,1.0,9000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Bengaluru,1,1
4,Basavanagudi,0,0,0,1,1350,1.0,3.0,1,8.0,3.0,3.0,CORP_BORE,AP,1.0,25000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Bengaluru,1,3
4,Dodda Nekkundi,1,1,1,1,1850,5.0,3.0,2,3.0,0.0,10.0,CORP_BORE,AP,5.0,43000.0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,Bengaluru,2,3
1,Jeevanbhima Nagar,0,0,0,1,250,14.0,1.0,2,1.0,3.0,3.0,CORPORATION,IF,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Frazer Town,0,1,0,1,1100,5.0,2.0,4,2.0,1.0,3.0,CORP_BORE,IF,1.0,22000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
4,AGS Layout,1,1,1,1,1820,1.0,3.0,1,3.0,12.0,12.0,CORP_BORE,AP,3.0,30000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,Bengaluru,1,2
2,Sunkenahalli Ward,0,0,0,1,560,10.0,1.0,1,0.0,3.0,3.0,CORP_BORE,IH,1.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,0,1
2,Banashankari,0,0,0,1,600,20.0,1.0,1,0.0,1.0,3.0,CORP_BORE,IF,1.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,0,1
3,Katriguppe,1,1,1,1,1205,0.0,2.0,1,2.0,1.0,4.0,CORPORATION,AP,2.0,20000.0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,Bengaluru,1,3
2,Bellanduru,0,0,0,1,600,3.0,1.0,2,1.0,3.0,3.0,CORP_BORE,IF,1.0,12500.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Hanumantha Nagar,0,0,0,0,1000,0.0,2.0,1,2.0,0.0,2.0,CORP_BORE,IF,0.0,22000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,BTM Layout,0,1,0,0,950,3.0,2.0,2,2.0,1.0,4.0,CORP_BORE,AP,1.0,19000.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,Bengaluru,1,1
3,Bellanduru,1,1,1,1,1200,0.0,2.0,4,2.0,2.0,14.0,BOREWELL,AP,1.0,32000.0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Bengaluru,1,3
4,Pattabhiram Nagar,0,0,0,1,1500,20.0,3.0,2,3.0,0.0,1.0,CORPORATION,IF,0.0,28000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,C V Raman Nagar Ward,1,1,1,1,1028,7.0,2.0,4,2.0,2.0,4.0,CORP_BORE,AP,2.0,17500.0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,Bengaluru,1,3
2,Vidyapeeta ward,0,0,0,0,400,3.0,1.0,3,1.0,2.0,3.0,CORP_BORE,IF,1.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Shakthi Ganapathi Nagar Ward,0,0,0,0,1200,8.0,2.0,1,0.0,2.0,3.0,CORP_BORE,IF,2.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,0,1
4,Gurappanapalya Ward,1,1,1,1,1550,8.0,3.0,2,3.0,1.0,4.0,CORP_BORE,AP,1.0,32500.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,Bengaluru,1,3
3,Rajarajeshwari Nagar,1,1,1,0,909,4.0,2.0,2,2.0,5.0,5.0,CORP_BORE,AP,2.0,14500.0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,Bengaluru,1,2
3,Thubarahalli,1,1,1,1,1217,1.0,2.0,1,5.0,12.0,15.0,CORP_BORE,AP,2.0,25000.0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,Bengaluru,1,3
5,Varthur,1,1,1,1,4500,3.0,6.0,4,5.0,9.0,15.0,CORP_BORE,AP,3.0,13000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bengaluru,2,3
4,JP Nagar,0,0,0,1,2000,10.0,4.0,2,3.0,0.0,3.0,CORPORATION,IF,2.0,29000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Bengaluru,1,3
