,Property Type,Property Size,Property Age,Number of Bathrooms,Property Facing Direction,Cupboard Availability,Floor Information,Water Supply Type,Building Type,Number of Balconies,Property Rent,Lift Availability,Gym Availability,Internet Availability,Air Conditioning Availability,Clubhouse Availability,Intercom Availability,Pool Availability,Covered Parking Availability,Fire Safety Measures,Servant Room Availability,Security Measures,Solar Charging Availability,Greenery/Park View,Rainwater Harvesting Availability,Sewage Treatment Plant Availability,Housekeeping Services,Power Backup Availability,Visitor Parking Availability,Furnishing Type (Encoded),Parking Type (Encoded),Property Zone - Bangalore East,Property Zone - Bangalore North,Property Zone - Bangalore South
9210,3,850,2,1,1,1,0,2,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9211,2,400,2,1,2,0,1,1,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9214,3,1000,20,2,1,2,0,1,1,0,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0
9216,4,1200,5,3,3,3,1,1,1,1,23000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
9224,3,1320,0,2,4,1,1,1,1,1,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0,0
9225,2,400,5,1,2,0,1,1,1,0,8500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9226,3,1200,3,2,1,0,1,1,1,2,25000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
9227,3,850,3,2,1,0,3,2,1,1,15000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
9228,3,1100,10,1,2,1,1,1,1,1,17000.0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1
9231,2,500,4,1,1,1,2,1,1,1,12800.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
9237,3,960,5,2,2,2,1,1,1,0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
9238,1,450,4,1,1,2,1,1,1,1,14000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0
9241,1,350,0,1,2,0,3,1,1,0,13500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9242,3,900,11,2,2,2,0,2,1,0,14000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9243,1,150,3,1,2,0,0,2,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9244,4,1500,8,2,2,1,2,2,1,1,22500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
9246,3,500,0,1,1,2,1,2,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9248,3,600,1,2,4,2,3,1,1,1,10000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9250,4,1650,5,3,3,3,1,2,1,2,34000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0
9253,2,600,5,1,1,1,3,1,1,1,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9254,2,700,1,1,4,1,1,2,1,1,14000.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3,0,0,1
9256,3,700,10,1,2,1,0,2,1,0,24000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
9258,2,300,0,1,2,1,2,2,1,0,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
9262,3,650,8,1,4,2,2,2,1,1,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9264,2,400,10,1,2,1,1,1,1,1,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
9265,2,700,5,1,2,1,2,1,1,1,15000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
9267,3,950,2,2,1,2,1,2,1,0,24000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9271,3,1000,10,2,2,2,1,1,1,0,20000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9273,3,1020,10,2,1,1,0,1,1,0,15000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9276,3,950,8,2,2,2,2,2,1,1,33000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,1,0
9277,3,650,9,2,1,2,0,2,1,0,15500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9280,3,600,20,2,3,2,0,2,1,0,15000.0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,3,0,1,0
9281,3,600,15,1,2,2,1,2,1,0,13500.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
9282,3,1200,10,2,4,2,0,1,1,0,13500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9285,4,1200,1,3,1,3,2,2,1,0,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
9286,2,1100,1,2,2,2,2,1,1,2,11000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
9292,2,500,4,1,1,1,3,3,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9294,3,700,10,2,2,0,2,2,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9302,3,800,5,2,3,2,0,3,1,0,12000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
9304,3,800,3,2,2,2,3,3,1,1,17000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,3,0,0,1
9309,4,1200,10,2,2,3,1,1,1,1,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,0,1
9310,3,800,10,2,1,1,1,2,1,1,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9311,4,2000,3,3,1,3,2,2,1,0,40000.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0
9312,3,600,6,1,2,2,1,1,1,1,11000.0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
9314,3,750,1,2,2,2,2,3,1,0,17000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1
9316,3,1500,5,2,2,2,1,1,1,1,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
9319,3,700,0,2,2,2,1,2,1,1,22000.0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,3,1,0,0
9320,4,1500,20,2,1,3,0,1,1,0,16000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
9321,3,1000,5,2,3,0,0,2,1,0,13000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
9322,3,950,5,2,3,2,2,2,1,2,17000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
9324,2,450,0,1,1,1,2,1,1,1,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
9325,3,750,3,2,1,2,0,2,1,0,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9327,2,600,5,1,2,1,1,2,1,0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
9328,2,500,10,1,2,0,1,1,1,2,10500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9329,2,650,1,1,2,1,1,1,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9333,4,1200,15,2,4,2,1,2,1,1,18000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
9334,2,600,2,1,1,1,1,3,1,1,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
9338,3,850,3,2,2,3,1,2,1,1,26000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
9343,3,1200,4,2,2,2,1,2,1,1,16000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
9345,3,960,1,2,2,2,0,2,1,1,13000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1
9347,3,800,1,2,2,1,1,3,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,3,1,0,0
9350,3,1200,3,2,1,2,0,1,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9351,3,650,0,2,2,2,2,2,1,0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9353,3,1500,1,2,3,2,1,2,1,1,30000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0
9356,3,900,15,1,1,1,0,1,1,0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
9360,1,400,5,1,1,2,2,1,1,0,14000.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,2,0,1,0,0
9364,4,1200,5,3,2,3,1,1,1,1,16000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,0,0,1
9365,1,230,15,1,2,1,1,1,1,1,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
9366,2,500,1,1,1,0,1,1,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9373,3,1100,10,2,4,2,2,2,1,1,25000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9375,2,500,1,1,4,1,2,3,1,1,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
9376,2,450,2,1,1,1,2,1,1,0,9500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9380,3,1100,10,1,3,2,2,1,1,2,20000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9386,3,900,9,2,2,0,2,1,1,1,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1
9387,2,350,12,1,2,0,1,1,1,0,8500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9392,4,1500,6,3,1,3,1,2,1,0,25000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0
9393,4,1100,11,1,2,0,0,1,1,0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
9401,2,500,6,1,2,0,2,2,1,1,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
9404,3,1000,10,1,4,1,1,2,1,1,15000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0
9405,3,1200,0,2,1,2,0,2,1,0,18000.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,3,0,0,1
9409,2,500,0,1,2,1,2,3,1,1,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
9410,2,500,3,1,2,2,3,2,1,1,8500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9411,3,800,6,2,4,2,0,1,1,0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9412,3,1200,10,2,2,2,0,2,1,1,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9413,2,600,8,1,1,2,2,2,1,1,9000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
9414,3,450,5,1,2,2,2,3,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9432,3,600,5,1,1,0,2,1,1,0,11000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9436,2,700,5,1,1,3,2,2,1,1,12000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9439,3,850,1,1,2,2,3,2,1,2,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9441,4,1200,0,3,3,2,2,1,1,1,18000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0
9443,3,1100,20,2,2,2,0,1,1,0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
9445,3,1000,3,1,2,2,0,3,1,0,15500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
9450,4,850,15,1,1,1,2,2,1,0,9500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9460,2,700,14,1,2,2,0,1,1,0,12500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9463,3,600,0,1,2,2,1,3,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9465,2,450,5,1,1,1,1,1,1,1,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9466,3,800,1,2,1,2,2,2,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9467,3,1200,10,2,2,3,1,1,1,0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
9470,3,850,10,2,1,1,0,2,1,1,16500.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3,1,0,0
9474,1,400,0,1,2,1,0,1,1,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
9475,3,1000,0,2,1,0,0,2,1,0,9000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
9476,3,800,5,2,1,2,0,2,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9482,3,800,0,2,2,2,4,2,1,1,15000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
9484,2,600,12,1,2,0,1,1,1,1,9500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
9486,3,600,10,1,1,2,1,2,1,0,13000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9487,2,600,5,1,2,1,1,3,1,1,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9488,2,800,15,1,3,1,0,1,1,1,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9489,3,1200,5,2,1,2,0,3,1,0,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
9490,3,1200,2,2,4,2,0,1,1,0,13500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
9491,3,750,1,2,1,2,3,1,1,2,13000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
9494,3,900,10,2,4,2,1,2,1,2,20000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,1,0,0
9498,3,900,10,2,1,2,2,2,1,1,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9501,3,800,1,2,1,1,1,3,1,1,14000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
9504,3,800,5,2,1,2,1,2,1,0,11500.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9505,3,700,6,1,1,2,1,2,1,1,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,0,1
9506,3,1100,10,2,2,2,0,2,1,0,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9507,2,500,10,1,2,0,3,1,1,1,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
9510,3,950,0,2,1,3,2,3,1,1,22000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0
9512,2,400,1,1,2,2,1,1,1,1,11000.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
9515,3,1000,2,1,2,2,3,2,1,1,17000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9516,4,1025,15,2,2,3,2,1,1,2,32000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
9522,3,600,10,1,1,2,1,2,1,1,12000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9523,3,600,0,1,1,2,3,2,1,1,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
9525,3,550,6,1,2,2,1,2,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1
9526,2,500,5,1,1,1,1,1,1,0,9000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9529,3,600,3,1,3,0,1,2,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9530,3,1200,2,2,1,2,2,2,1,1,14000.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
9533,1,240,8,1,2,1,2,2,1,0,8500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
9534,4,1200,3,3,2,3,0,2,1,0,21000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,0,1
9541,3,1050,5,2,2,2,0,1,1,0,21000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9544,3,900,1,2,1,2,2,2,1,1,24000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9545,2,600,5,1,2,1,1,3,1,0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
9550,2,500,5,1,2,0,2,1,1,1,9000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9551,2,350,2,1,1,1,3,1,1,1,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9552,3,1100,5,1,3,3,1,1,1,1,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
9560,2,350,3,1,2,2,3,2,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
9562,3,1200,5,2,2,2,1,1,1,1,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0
9565,2,500,6,1,2,1,2,3,1,1,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
9566,3,1300,0,2,1,2,1,2,1,1,21000.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,3,1,0,0
9570,2,400,4,1,1,1,3,3,1,1,9500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1
9576,1,500,0,1,4,1,4,1,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9578,2,750,10,1,3,1,0,2,1,0,14000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9579,3,800,3,2,2,2,0,2,1,0,9500.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0
9580,2,550,10,1,2,1,0,1,1,0,11000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
9582,3,1200,20,1,2,2,0,1,1,0,16000.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
9587,4,1200,10,2,1,2,0,1,1,0,22000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,1,0
9591,3,640,12,1,2,1,2,1,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
9593,2,650,2,1,1,1,1,2,1,0,10000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
9594,3,1200,5,1,1,2,2,2,1,1,18000.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
9600,3,850,3,2,1,2,1,3,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
9601,3,1000,10,2,2,2,1,1,1,1,11500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1
9604,3,1200,10,1,3,0,0,2,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
9605,3,800,0,2,2,2,0,2,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9606,3,800,2,1,2,2,3,2,1,0,10500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
9609,3,900,7,2,4,2,2,1,1,2,16000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9610,3,1000,1,2,1,2,1,2,1,1,22000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
9611,3,600,13,1,2,1,0,1,1,0,8500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
9615,3,1000,18,2,1,2,2,1,1,1,18500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9616,3,800,20,2,2,2,2,1,1,0,23000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9617,4,1200,4,2,2,0,0,2,1,1,17000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
9618,3,1000,1,2,2,3,1,2,1,1,25000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9620,3,1200,3,2,2,2,1,2,1,0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9623,3,800,4,1,2,2,4,2,1,1,16000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
9624,3,1000,1,2,4,2,0,2,1,1,14000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,3,1,0,0
9628,3,1200,1,2,1,2,0,1,1,0,10500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9629,3,650,10,1,2,3,0,1,1,1,16000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1
9637,2,600,5,1,2,0,1,2,1,0,11000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,3,0,0,1
9639,3,1000,0,2,4,0,2,3,1,0,20000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9640,1,300,3,1,2,0,2,2,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
9641,2,800,10,1,3,1,1,1,1,0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
9644,3,700,1,1,2,2,1,2,1,1,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
9646,3,700,5,1,2,2,2,1,1,1,11500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9649,5,1380,5,4,1,1,0,1,1,1,50000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,1,0
9659,3,1250,7,2,1,2,2,1,1,1,14000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
9661,3,900,2,2,2,2,2,3,1,1,15000.0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,3,1,0,0
9662,3,800,1,1,1,3,2,2,1,1,8500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
9663,2,450,5,1,2,1,2,2,1,1,8250.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
9664,4,1600,5,2,1,3,1,1,1,1,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1
9665,3,750,5,1,3,3,1,1,1,1,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
9672,3,1000,15,1,2,1,0,1,1,2,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9673,3,1000,15,2,2,0,0,1,1,0,25000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0
9674,3,650,5,1,1,1,1,2,1,1,15500.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
9675,3,950,2,2,1,2,2,1,1,0,32000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
9676,1,500,15,1,4,1,2,1,1,1,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
